"pvalue"	"names"	"class"
"1829"	4.73138890611608e-295	"cg21366602"	"19_8_9"
"1830"	1.43803741987014e-294	"cg21383284"	"19_8_6"
"1831"	9.0428295668726e-292	"cg21410293"	"19_8_4"
"1832"	8.59068625319692e-285	"cg21291134"	"19_8_11"
"1833"	7.26039127748602e-284	"cg21308111"	"19_8_10"
"1834"	4.77007355412335e-281	"cg21312554"	"19_8_7"
"1835"	1.23161015930993e-276	"cg21386140"	"19_8_1"
"1836"	7.36503336498646e-276	"cg21391660"	"19_8_3"
"1837"	3.49851646917835e-272	"cg21380380"	"19_8_2"
"1838"	1.89944504195643e-247	"cg21367972"	"19_8_5"
"1839"	2.01989049897265e-242	"cg21380024"	"19_8_8"
"1840"	0	"cg21487856"	"20_8_6"
"1841"	0	"cg21495715"	"20_8_3"
"1842"	0	"cg21520613"	"20_8_1"
"1843"	1.66297589176286e-290	"cg21427300"	"20_8_5"
"1844"	1.40557819911476e-267	"cg21493483"	"20_8_7"
"1845"	4.33878483438211e-263	"cg21513385"	"20_8_2"
"1846"	4.94522915414295e-231	"cg21478921"	"20_8_4"
"1847"	1.71935481687507e-216	"cg21431832"	"20_8_8"
"1848"	0	"cg21610221"	"21_8_4"
"1849"	0	"cg21609808"	"21_8_2"
"1850"	2.46203791287319e-297	"cg21610839"	"21_8_5"
"1851"	1.05611022846881e-293	"cg21596313"	"21_8_3"
"1852"	5.16822658219465e-282	"cg21594642"	"21_8_1"
"1853"	1.44174259791607e-279	"cg21581873"	"21_8_6"
"1854"	0	"cg21687300"	"22_8_8"
"1855"	7.34835374814101e-291	"cg21672408"	"22_8_7"
"1856"	1.41551379661012e-289	"cg21635870"	"22_8_5"
"1857"	2.09601839757559e-287	"cg21695475"	"22_8_1"
"1858"	4.19756427123202e-285	"cg21648823"	"22_8_2"
"1859"	1.50409138096113e-264	"cg21649761"	"22_8_3"
"1860"	1.22047803600472e-256	"cg21732383"	"22_8_4"
"1861"	8.11548539741253e-219	"cg21685266"	"22_8_6"
"1862"	0	"cg21857843"	"23_8_1"
"1863"	3.05514813734604e-298	"cg21843902"	"23_8_7"
"1864"	4.87490651104317e-293	"cg21783847"	"23_8_6"
"1865"	6.93326963053075e-285	"cg21809054"	"23_8_2"
"1866"	9.74692596414724e-267	"cg21850913"	"23_8_3"
"1867"	7.38834267642986e-265	"cg21832150"	"23_8_4"
"1868"	2.75902636455178e-254	"cg21812369"	"23_8_5"
"1869"	2.24698292746216e-297	"cg21900829"	"24_8_9"
"1870"	8.69417383937592e-289	"cg21953307"	"24_8_5"
"1871"	2.10435628317999e-278	"cg21944455"	"24_8_18"
"1872"	1.21994923702655e-277	"cg21871080"	"24_8_7"
"1873"	4.02588220932409e-276	"cg21963535"	"24_8_16"
"1874"	2.14167566094855e-268	"cg21897315"	"24_8_19"
"1875"	1.53413426749821e-267	"cg21917090"	"24_8_20"
"1876"	5.36077624946415e-263	"cg21936543"	"24_8_3"
"1877"	5.85506565216621e-258	"cg21886042"	"24_8_6"
"1878"	1.59806115216954e-257	"cg21946631"	"24_8_1"
"1879"	1.10140875096314e-255	"cg21911343"	"24_8_13"
"1880"	4.23207042715611e-250	"cg21902327"	"24_8_4"
"1881"	4.69354664415679e-248	"cg21950107"	"24_8_2"
"1882"	2.87409332867848e-246	"cg21951457"	"24_8_10"
"1883"	2.16211203272759e-239	"cg21944234"	"24_8_8"
"1884"	4.08075714704771e-235	"cg21910416"	"24_8_15"
"1885"	1.07238405070473e-218	"cg21909859"	"24_8_17"
"1886"	7.31117882269729e-217	"cg21863546"	"24_8_14"
"1887"	1.09045865551218e-193	"cg21858764"	"24_8_11"
"1888"	4.48371387580458e-186	"cg21884231"	"24_8_12"
"1889"	8.35051667887592e-156	"cg21896766"	"24_8_21"
"1890"	0	"cg22079120"	"25_8_6"
"1891"	0	"cg21980364"	"25_8_1"
"1892"	1.60673743736822e-288	"cg22030483"	"25_8_9"
"1893"	3.75793521905017e-284	"cg22069749"	"25_8_3"
"1894"	4.41362072237255e-284	"cg22078179"	"25_8_5"
"1895"	1.47016683082518e-278	"cg22077313"	"25_8_2"
"1896"	2.91459653911067e-273	"cg22081832"	"25_8_10"
"1897"	4.68485995804913e-262	"cg21970473"	"25_8_4"
"1898"	4.89486989568603e-256	"cg22059413"	"25_8_8"
"1899"	1.95770975251381e-250	"cg22004774"	"25_8_7"
"1900"	0	"cg22122715"	"26_8_3"
"1901"	0	"cg22159015"	"26_8_3"
"1902"	6.1543517650269e-308	"cg22162847"	"26_8_1"
"1903"	2.66491994014943e-285	"cg22183049"	"26_8_4"
"1904"	1.21113673349575e-260	"cg22134923"	"26_8_2"
"1905"	0	"cg22278901"	"27_8_1"
"1906"	2.60553003897243e-294	"cg22243439"	"27_8_7"
"1907"	9.48588970419507e-265	"cg22274745"	"27_8_4"
"1908"	3.58413619735209e-256	"cg22242963"	"27_8_3"
"1909"	7.81947277257282e-248	"cg22235258"	"27_8_2"
"1910"	4.4168440149549e-228	"cg22271663"	"27_8_6"
"1911"	1.64166396242351e-226	"cg22247136"	"27_8_5"
"1912"	9.61171114536566e-217	"cg22262168"	"27_8_8"
"1913"	9.93816638571383e-306	"cg22346380"	"28_8_4"
"1914"	1.82567408507669e-298	"cg22423984"	"28_8_2"
"1915"	1.43086195876739e-284	"cg22328746"	"28_8_1"
"1916"	1.85861559265498e-281	"cg22331108"	"28_8_3"
"1917"	2.96659831206817e-244	"cg22399555"	"28_8_5"
"1918"	1.50356227039015e-303	"cg22451358"	"29_8_6"
"1919"	1.800310456168e-297	"cg22499797"	"29_8_4"
"1920"	4.02447673231253e-286	"cg22541254"	"29_8_5"
"1921"	1.47339669370112e-284	"cg22461758"	"29_8_3"
"1922"	4.84974708048397e-283	"cg22500132"	"29_8_1"
"1923"	1.58133841243911e-278	"cg22544673"	"29_8_2"
"1924"	3.15965216630948e-278	"cg22522688"	"29_8_7"
"1925"	5.14546370046862e-301	"cg22628146"	"30_8_2"
"1926"	1.50892245515499e-295	"cg22659049"	"30_8_3"
"1927"	1.12137608530696e-264	"cg22621652"	"30_8_4"
"1928"	3.03997180767105e-247	"cg22546318"	"30_8_1"
"1929"	0	"cg25746092"	"1_9_2"
"1930"	0	"cg25814383"	"1_9_5"
"1931"	0	"cg25763426"	"1_9_1"
"1932"	4.35801052553158e-287	"cg25799986"	"1_9_4"
"1933"	7.4700137705905e-284	"cg25797455"	"1_9_3"
"1934"	0	"cg25835019"	"2_9_2"
"1935"	4.54351002006084e-297	"cg25887619"	"2_9_1"
"1936"	6.15069343249077e-287	"cg25846076"	"2_9_4"
"1937"	9.9456439078957e-275	"cg25916404"	"2_9_5"
"1938"	2.12238936801533e-214	"cg25863289"	"2_9_3"
"1939"	0	"cg25929976"	"3_9_2"
"1940"	2.40074491274122e-296	"cg25920686"	"3_9_6"
"1941"	2.47354246690278e-288	"cg25946605"	"3_9_5"
"1942"	3.31429596285381e-284	"cg25928447"	"3_9_3"
"1943"	5.51257125940459e-268	"cg25954512"	"3_9_4"
"1944"	4.65734459765913e-261	"cg25931138"	"3_9_1"
"1945"	1.68230912897993e-222	"cg25947408"	"3_9_7"
"1946"	0	"cg26015513"	"4_9_2"
"1947"	0	"cg26017679"	"4_9_3"
"1948"	5.93792755099272e-282	"cg26021007"	"4_9_1"
"1949"	7.45104305624249e-307	"cg26093711"	"5_9_2"
"1950"	2.08656339150565e-292	"cg26070134"	"5_9_3"
"1951"	9.79739899730133e-286	"cg26084141"	"5_9_4"
"1952"	9.23725667614556e-225	"cg26090072"	"5_9_1"
"1953"	1.20168082378471e-292	"cg26134665"	"6_9_3"
"1954"	8.87989042348595e-284	"cg26186249"	"6_9_1"
"1955"	3.44066854405405e-276	"cg26165286"	"6_9_4"
"1956"	2.09723681538013e-258	"cg26177968"	"6_9_2"
"1957"	1.95116584133758e-234	"cg26172211"	"6_9_5"
"1958"	0	"cg26214026"	"7_9_3"
"1959"	1.68368408528707e-280	"cg26248114"	"7_9_2"
"1960"	1.35120826443382e-257	"cg26209169"	"7_9_1"
"1961"	0	"cg26306994"	"8_9_2"
"1962"	0	"cg26285749"	"8_9_1"
"1963"	8.37483697288533e-291	"cg26306329"	"8_9_4"
"1964"	1.63302328688263e-270	"cg26330809"	"8_9_3"
"1965"	1.97592958647049e-297	"cg26351776"	"9_9_4"
"1966"	1.77208920272856e-283	"cg26379258"	"9_9_5"
"1967"	1.05823506316243e-275	"cg26348514"	"9_9_1"
"1968"	2.80561483714853e-263	"cg26369418"	"9_9_2"
"1969"	2.07330669606967e-261	"cg26365147"	"9_9_3"
"1970"	0	"cg26439963"	"10_9_5"
"1971"	4.76633907113893e-286	"cg26424888"	"10_9_2"
"1972"	5.94078181110883e-278	"cg26416241"	"10_9_3"
"1973"	4.63471658549778e-259	"cg26417361"	"10_9_8"
"1974"	6.94342481721526e-249	"cg26425555"	"10_9_7"
"1975"	1.21198210896659e-246	"cg26461417"	"10_9_1"
"1976"	1.78955469609016e-242	"cg26446928"	"10_9_6"
"1977"	2.37779606634559e-235	"cg26410540"	"10_9_4"
"1978"	7.05549484787297e-295	"cg26495575"	"11_9_10"
"1979"	7.51715661795753e-279	"cg26510404"	"11_9_6"
"1980"	3.32159270287976e-277	"cg26530713"	"11_9_4"
"1981"	1.51748464412828e-270	"cg26478401"	"11_9_1"
"1982"	8.71575448023354e-264	"cg26513192"	"11_9_12"
"1983"	6.7723601569624e-263	"cg26490949"	"11_9_11"
"1984"	5.97056510394107e-240	"cg26523099"	"11_9_7"
"1985"	1.53334140156619e-222	"cg26470501"	"11_9_5"
"1986"	9.84249483614902e-208	"cg26522157"	"11_9_3"
"1987"	1.04864251676633e-207	"cg26475547"	"11_9_2"
"1988"	2.87084187380292e-203	"cg26501450"	"11_9_9"
"1989"	1.29809605877959e-202	"cg26484813"	"11_9_8"
"1990"	2.31098916811065e-307	"cg26557005"	"12_9_5"
"1991"	6.07791883682466e-299	"cg26544377"	"12_9_9"
"1992"	1.70387555631133e-281	"cg26606327"	"12_9_3"
"1993"	7.1167868979483e-276	"cg26570804"	"12_9_4"
"1994"	3.21236605402975e-272	"cg26537335"	"12_9_1"
"1995"	6.84932533787677e-252	"cg26595520"	"12_9_8"
"1996"	1.00927910849958e-251	"cg26551200"	"12_9_7"
"1997"	1.15379306602774e-238	"cg26568031"	"12_9_6"
"1998"	1.8391089288432e-173	"cg26593067"	"12_9_2"
"1999"	2.77480051867452e-288	"cg26671966"	"13_9_2"
"2000"	4.39628157675826e-272	"cg26620747"	"13_9_8"
"2001"	1.10093678068243e-269	"cg26612409"	"13_9_5"
"2002"	4.27818938536315e-267	"cg26659079"	"13_9_4"
"2003"	5.55705115657437e-262	"cg26668989"	"13_9_6"
"2004"	2.59310752289897e-257	"cg26670011"	"13_9_3"
"2005"	2.65012115774056e-255	"cg26657101"	"13_9_7"
"2006"	4.53568343204583e-216	"cg26672159"	"13_9_1"
"2007"	6.43402952710365e-306	"cg26688911"	"14_9_3"
"2008"	1.22588956058691e-303	"cg26714129"	"14_9_2"
"2009"	1.27039001305065e-244	"cg26711732"	"14_9_5"
"2010"	1.77892842469381e-236	"cg26676034"	"14_9_1"
"2011"	4.8471732679032e-234	"cg26717418"	"14_9_4"
"2012"	0	"cg26799416"	"15_9_1"
"2013"	6.41474431093701e-295	"cg26781303"	"15_9_6"
"2014"	2.84221585369031e-292	"cg26758857"	"15_9_3"
"2015"	7.92148806340038e-264	"cg26755141"	"15_9_4"
"2016"	5.9863127251786e-234	"cg26780138"	"15_9_5"
"2017"	1.36852464040866e-184	"cg26796443"	"15_9_2"
"2018"	7.67610333149592e-296	"cg26865446"	"16_9_1"
"2019"	6.67536883350933e-283	"cg26835683"	"16_9_2"
"2020"	1.05712820008197e-282	"cg26827653"	"16_9_3"
"2021"	1.5345588521194e-264	"cg26822501"	"16_9_4"
"2022"	4.18310308063901e-240	"cg26833602"	"16_9_5"
"2023"	0	"cg26932693"	"17_9_2"
"2024"	0	"cg26941476"	"17_9_2"
"2025"	8.63109522728148e-296	"cg26912069"	"17_9_3"
"2026"	2.02060660619837e-269	"cg26929536"	"17_9_4"
"2027"	5.73169665625648e-246	"cg26907544"	"17_9_1"
"2028"	3.63291370434393e-303	"cg27000590"	"18_9_3"
"2029"	2.09796347905064e-302	"cg26951340"	"18_9_2"
"2030"	1.87848378563047e-289	"cg26978611"	"18_9_1"
"2031"	4.62057385147019e-283	"cg26988692"	"18_9_4"
"2032"	6.15548484000127e-308	"cg27058018"	"19_9_3"
"2033"	4.93926501002313e-288	"cg27076113"	"19_9_5"
"2034"	9.53523067041649e-280	"cg27049539"	"19_9_7"
"2035"	1.2292144646316e-276	"cg27056119"	"19_9_6"
"2036"	1.2580834977034e-265	"cg27039118"	"19_9_8"
"2037"	2.97625407823786e-262	"cg27074174"	"19_9_1"
"2038"	4.38178483528167e-234	"cg27067575"	"19_9_2"
"2039"	8.46853881129367e-179	"cg27074582"	"19_9_4"
"2040"	0	"cg27090078"	"20_9_2"
"2041"	0	"cg27088725"	"20_9_6"
"2042"	1.9601637375047e-285	"cg27127903"	"20_9_3"
"2043"	3.90035143975384e-276	"cg27092995"	"20_9_13"
"2044"	5.73743430819573e-275	"cg27116253"	"20_9_14"
"2045"	1.24962712683747e-269	"cg27116842"	"20_9_9"
"2046"	5.33055391153864e-260	"cg27130954"	"20_9_4"
"2047"	3.23895532633815e-255	"cg27101899"	"20_9_1"
"2048"	2.31223046406161e-252	"cg27143082"	"20_9_8"
"2049"	1.39676298030816e-242	"cg27135989"	"20_9_12"
"2050"	6.03458029852159e-242	"cg27109912"	"20_9_10"
"2051"	1.94069764538957e-223	"cg27112565"	"20_9_5"
"2052"	1.03543963662925e-203	"cg27110054"	"20_9_11"
"2053"	2.02373084709985e-189	"cg27117828"	"20_9_7"
"2054"	2.92421208307926e-294	"cg27208052"	"21_9_2"
"2055"	3.83603703719071e-283	"cg27150178"	"21_9_1"
"2056"	3.26628961845864e-252	"cg27181349"	"21_9_3"
"2057"	2.65971308732685e-298	"cg27226538"	"22_9_3"
"2058"	1.8619059564123e-289	"cg27292417"	"22_9_4"
"2059"	6.85733066265366e-284	"cg27228383"	"22_9_1"
"2060"	5.14863533890421e-277	"cg27233847"	"22_9_5"
"2061"	1.78256077784513e-225	"cg27262398"	"22_9_2"
"2062"	0	"cg27320213"	"23_9_4"
"2063"	7.5505923123482e-301	"cg27322071"	"23_9_2"
"2064"	5.0581454111649e-217	"cg27301343"	"23_9_1"
"2065"	4.6812850094764e-196	"cg27308687"	"23_9_3"
"2066"	1.46317337951245e-305	"cg27371456"	"24_9_3"
"2067"	8.26054506588057e-295	"cg27418204"	"24_9_2"
"2068"	2.12566081509992e-282	"cg27367170"	"24_9_1"
"2069"	5.22360739738459e-269	"cg27415425"	"24_9_5"
"2070"	5.24090523288288e-261	"cg27407423"	"24_9_6"
"2071"	1.46040567092361e-248	"cg27367526"	"24_9_4"
"2072"	0	"cg27499813"	"25_9_6"
"2073"	2.47222466927641e-286	"cg27494100"	"25_9_9"
"2074"	3.81335686730769e-285	"cg27433088"	"25_9_3"
"2075"	2.76726706855116e-280	"cg27496339"	"25_9_11"
"2076"	1.78821144945563e-279	"cg27459353"	"25_9_13"
"2077"	3.90553875570352e-278	"cg27449131"	"25_9_5"
"2078"	1.8574161837278e-261	"cg27465534"	"25_9_7"
"2079"	1.77595963454311e-252	"cg27496506"	"25_9_10"
"2080"	1.62164875200474e-243	"cg27462820"	"25_9_14"
"2081"	6.01292837216123e-236	"cg27467383"	"25_9_1"
"2082"	4.67781588257984e-226	"cg27445278"	"25_9_2"
"2083"	4.67968207435818e-224	"cg27453644"	"25_9_15"
"2084"	1.28430853673579e-220	"cg27505472"	"25_9_12"
"2085"	4.55191034063835e-188	"cg27496085"	"25_9_4"
"2086"	3.34898449484736e-170	"cg27444751"	"25_9_8"
"2087"	0	"cg27519392"	"26_9_2"
"2088"	0	"cg27508545"	"26_9_2"
"2089"	1.25410362728185e-282	"cg27553890"	"26_9_3"
"2090"	3.47481087678254e-242	"cg27558485"	"26_9_1"
"2091"	9.38253562893971e-306	"cg27587033"	"27_9_8"
"2092"	1.27653282282234e-304	"cg27622679"	"27_9_3"
"2093"	1.25568445294163e-296	"cg27586249"	"27_9_2"
"2094"	2.54520618013074e-261	"cg27634264"	"27_9_6"
"2095"	3.52415657361339e-240	"cg27636330"	"27_9_4"
"2096"	1.13386488343438e-230	"cg27627246"	"27_9_5"
"2097"	5.87970222407418e-216	"cg27582563"	"27_9_7"
"2098"	8.14730100763888e-157	"cg27587645"	"27_9_1"
"2099"	6.06589199033594e-297	"cg27654966"	"28_9_6"
"2100"	8.78836028285264e-287	"cg27658017"	"28_9_7"
"2101"	2.61365632600453e-270	"cg27655954"	"28_9_5"
"2102"	5.41150657134072e-258	"cg27658026"	"28_9_1"
"2103"	6.01782222231e-227	"cg27659049"	"28_9_2"
"2104"	1.65365756301349e-223	"cg27650434"	"28_9_3"
"2105"	2.94376555642408e-181	"cg27651355"	"28_9_4"
"2106"	2.25280383495898e-268	"ch.22.25752197R"	"29_9_11"
"2107"	4.78043821857038e-228	"ch.16.72302375R"	"29_9_9"
"2108"	9.79966923522387e-183	"ch.2.229228416R"	"29_9_2"
"2109"	2.07943225623744e-180	"ch.2.154083652F"	"29_9_6"
"2110"	2.69121687911794e-153	"ch.14.30061788F"	"29_9_5"
"2111"	1.22029247837173e-121	"ch.22.46830341F"	"29_9_4"
"2112"	6.12002906355698e-119	"ch.20.53118117F"	"29_9_8"
"2113"	1.17365100735964e-112	"ch.2.184672693R"	"29_9_1"
"2114"	2.20947872029916e-112	"ch.16.1357280F"	"29_9_10"
"2115"	6.56363575586949e-101	"ch.15.492843F"	"29_9_3"
"2116"	2.77227083960044e-84	"ch.16.71869236F"	"29_9_7"
"2117"	8.88884463172484e-225	"ch.6.99145630F"	"30_9_10"
"2118"	6.55413019026367e-210	"ch.4.79753186F"	"30_9_9"
"2119"	1.33072612539618e-200	"ch.9.75018133F"	"30_9_1"
"2120"	2.75998980612494e-156	"ch.5.58219013F"	"30_9_2"
"2121"	1.90444675832178e-132	"ch.X.42405548R"	"30_9_3"
"2122"	2.97890111961431e-124	"ch.9.126316596R"	"30_9_11"
"2123"	6.38795783519661e-114	"ch.6.51066775R"	"30_9_5"
"2124"	4.30046692283623e-102	"ch.8.2527088R"	"30_9_8"
"2125"	3.51617676935045e-96	"ch.X.112138872R"	"30_9_7"
"2126"	7.79984967431831e-83	"ch.9.1865022F"	"30_9_6"
"2127"	3.71547756744362e-80	"ch.9.130720330F"	"30_9_4"
